YEAR,STATE_NAME,STRUCTURE_NUMBER,OWNER_AGENCY,ELEMENT_CATEGORY,PARENT_ELEMENT_NUMBER,PARENT_ELEMENT_NAME,ELEMENT_NUMBER,ELEMENT_NAME,ELEMENT_UNIT,TOTAL_QUANTITY,CONDITION_STATE_1,CS_PERCENT_1,CONDITION_STATE_2,CS_PERCENT_2,CONDITION_STATE_3,CS_PERCENT_3,CONDITION_STATE_4,CS_PERCENT_4,HI
2024,'41 - Oregon',59C006130800011,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',636,120,18,150,23,366,57,0,0,53.66
2024,'41 - Oregon',59C017138600001,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',525,509,96,16,3,0,0,0,0,98.99
2024,'41 - Oregon',59C017138600001,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2800,300,10,1600,57,900,32,0,0,59.61
2024,'41 - Oregon',59C052345500032,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',540,534,98,6,1,0,0,0,0,99.63
2024,'41 - Oregon',59C052345500032,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2142,2140,99,2,0,0,0,0,0,99.97
2024,'41 - Oregon',59C053345500089,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',490,454,92,36,7,0,0,0,0,97.58
2024,'41 - Oregon',59C053345500089,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1792,1788,99,4,0,0,0,0,0,99.93
2024,'41 - Oregon',59C225109000014,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1708,1707,99,1,0,0,0,0,0,99.98
2024,'41 - Oregon',59C270122500064,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1904,1165,61,739,38,0,0,0,0,87.19
2024,'41 - Oregon',59C901000000002,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',88,88,100,0,0,0,0,0,0,100
2024,'41 - Oregon',59C901000000002,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',1192,987,82,205,17,0,0,0,0,94.32
2024,'41 - Oregon',59C901000000002,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2116,1542,72,262,12,312,14,0,0,86.03
2024,'41 - Oregon',61075 000 00008,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',1750,1499,85,251,14,0,0,0,0,95.27
2024,'41 - Oregon',62002 000 00082,'City or Municipal Highway Agency','Deck/Slab',,'',16,'Reinforced Concrete Top Flange','SF',14100,8500,60,5600,39,0,0,0,0,86.89
2024,'41 - Oregon',67T001000000000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',1278,1278,100,0,0,0,0,0,0,100
2024,'41 - Oregon',67T001000000000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',5188,5155,99,33,0,0,0,0,0,99.79
2024,'41 - Oregon',67T004125400050,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',1344,1344,100,0,0,0,0,0,0,100
2024,'41 - Oregon',67T004125400050,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',5760,5626,97,112,1,22,0,0,0,99.1
2024,'41 - Oregon',67T009920700000,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',600,600,100,0,0,0,0,0,0,100
2024,'41 - Oregon',67T009920700000,'City or Municipal Highway Agency','Deck/Slab',,'',38,'Reinforced Concrete Slab','SF',2949,2927,99,12,0,10,0,0,0,99.64
2024,'41 - Oregon',67T010117600008,'City or Municipal Highway Agency','Deck/Slab',,'',12,'Reinforced Concrete Deck','SF',200,200,100,0,0,0,0,0,0,100
